timestamp,low,open,close,high,volume,num_trades,price_outlier,volume_outlier
2022-01-01 00:00:00+00:00,46208.37,46216.93,46656.13,46731.39,1503.33,33254,False,False
2022-01-01 01:00:00+00:00,46574.06,46656.14,46778.14,46949.99,943.82,27484,False,False
2022-01-01 02:00:00+00:00,46721.96,46778.14,46811.77,46928.94,485.17,21615,False,False
2022-01-01 03:00:00+00:00,46760.12,46811.77,46813.2,46916.63,562.89,16974,False,False
2022-01-01 04:00:00+00:00,46591.23,46813.21,46711.05,46887.33,861.88,20138,False,False
2022-01-01 05:00:00+00:00,46673.94,46711.05,47192.55,47555.55,1400.74,35436,False,False
2022-01-01 06:00:00+00:00,46940.0,47192.56,46979.62,47324.42,613.98,20591,False,False
2022-01-01 07:00:00+00:00,46864.84,46979.61,47194.73,47255.85,646.2,21964,False,False
2022-01-01 08:00:00+00:00,47075.11,47194.73,47124.82,47344.69,532.45,20788,False,False
2022-01-01 09:00:00+00:00,46933.58,47124.82,47143.98,47215.56,541.32,22059,False,False
2022-01-01 10:00:00+00:00,46715.39,47143.98,46871.08,47298.75,923.02,28345,False,False
2022-01-01 11:00:00+00:00,46756.77,46871.09,46758.87,47007.73,732.89,23436,False,False
2022-01-01 12:00:00+00:00,46756.3,46758.87,47074.05,47150.48,582.15,21877,False,False
2022-01-01 13:00:00+00:00,46935.09,47074.05,47023.24,47199.67,454.14,20378,False,False
2022-01-01 14:00:00+00:00,46850.18,47023.24,46926.22,47100.0,503.66,19934,False,False
2022-01-01 15:00:00+00:00,46871.69,46920.01,47219.04,47491.14,1515.95,32214,False,False
2022-01-01 16:00:00+00:00,47186.07,47219.04,47268.62,47527.24,1049.58,29827,False,False
2022-01-01 17:00:00+00:00,47238.81,47268.61,47754.48,47954.63,1320.67,40791,False,False
2022-01-01 18:00:00+00:00,47420.0,47754.47,47560.55,47844.97,860.76,27612,False,False
2022-01-01 19:00:00+00:00,47292.72,47560.54,47329.78,47611.84,830.67,24193,False,False
2022-01-01 20:00:00+00:00,47250.18,47329.79,47391.82,47559.03,717.21,22439,False,False
2022-01-01 21:00:00+00:00,47268.79,47391.82,47319.67,47573.05,809.22,21587,False,False
2022-01-01 22:00:00+00:00,47222.22,47319.66,47440.74,47490.98,466.48,20904,False,False
2022-01-01 23:00:00+00:00,47277.77,47440.74,47722.65,47814.0,746.29,24447,False,False
2022-01-02 00:00:00+00:00,47381.12,47722.66,47625.3,47750.0,1082.51,26493,False,False
2022-01-02 01:00:00+00:00,47315.38,47625.29,47377.97,47641.83,465.75,19506,False,False
2022-01-02 02:00:00+00:00,47275.5,47377.97,47370.5,47449.56,452.39,19453,False,False
2022-01-02 03:00:00+00:00,47269.47,47370.49,47329.47,47467.11,387.25,16439,False,False
2022-01-02 04:00:00+00:00,46770.23,47329.47,46910.3,47415.73,1259.69,30796,False,False
2022-01-02 05:00:00+00:00,46832.08,46910.3,47081.28,47089.63,686.2,20776,False,False
2022-01-02 06:00:00+00:00,47011.24,47081.28,47122.61,47244.0,528.2,17239,False,False
2022-01-02 07:00:00+00:00,47087.62,47122.6,47173.45,47300.0,544.37,18066,False,False
2022-01-02 08:00:00+00:00,46970.05,47173.44,47222.4,47247.12,578.29,24740,False,False
2022-01-02 09:00:00+00:00,47144.12,47222.4,47273.24,47499.45,792.44,25982,False,False
2022-01-02 10:00:00+00:00,47140.3,47273.23,47188.89,47348.34,390.09,18619,False,False
2022-01-02 11:00:00+00:00,47159.57,47188.88,47235.5,47400.0,359.03,18483,False,False
2022-01-02 12:00:00+00:00,47013.5,47238.89,47292.95,47447.0,798.06,27980,False,False
2022-01-02 13:00:00+00:00,47090.0,47289.67,47137.35,47300.86,580.44,22379,False,False
2022-01-02 14:00:00+00:00,47020.0,47137.35,47112.55,47202.39,617.67,27883,False,False
2022-01-02 15:00:00+00:00,47071.27,47112.54,47340.47,47390.0,784.16,30393,False,False
2022-01-02 16:00:00+00:00,47273.64,47340.47,47792.3,47886.0,1367.57,39007,False,False
2022-01-02 17:00:00+00:00,47317.46,47792.29,47401.14,47990.0,1440.59,42436,False,False
2022-01-02 18:00:00+00:00,46654.0,47401.14,47058.12,47401.14,1852.34,45478,False,False
2022-01-02 19:00:00+00:00,46851.51,47056.43,46907.68,47217.1,937.39,26407,False,False
2022-01-02 20:00:00+00:00,46815.17,46907.67,47007.14,47050.0,570.22,21509,False,False
2022-01-02 21:00:00+00:00,46913.27,47007.14,47018.03,47187.98,432.6,18653,False,False
2022-01-02 22:00:00+00:00,47014.84,47017.98,47255.38,47398.99,683.72,23085,False,False
2022-01-02 23:00:00+00:00,47255.38,47255.39,47286.18,47469.34,749.48,20772,False,False
2022-01-03 00:00:00+00:00,47050.0,47286.18,47050.08,47289.11,734.12,24891,False,False
2022-01-03 01:00:00+00:00,46950.0,47050.09,47116.71,47138.78,628.06,20645,False,False
2022-01-03 02:00:00+00:00,46858.44,47116.22,46999.98,47116.71,781.71,24473,False,False
2022-01-03 03:00:00+00:00,46722.39,46999.98,46793.26,47084.8,850.44,24451,False,False
2022-01-03 04:00:00+00:00,46750.0,46793.27,46822.26,46944.77,688.5,19800,False,False
2022-01-03 05:00:00+00:00,46750.13,46822.26,47078.64,47211.09,918.62,22108,False,False
2022-01-03 06:00:00+00:00,46877.84,47078.64,46923.75,47100.0,596.63,18786,False,False
2022-01-03 07:00:00+00:00,46852.38,46923.75,47051.37,47080.0,635.23,21336,False,False
2022-01-03 08:00:00+00:00,46922.27,47051.36,46978.82,47135.97,684.64,24442,False,False
2022-01-03 09:00:00+00:00,46778.0,46978.81,46984.55,47109.25,987.07,28961,False,False
2022-01-03 10:00:00+00:00,46981.84,46984.56,47126.02,47251.19,1138.99,30864,False,False
2022-01-03 11:00:00+00:00,47125.48,47126.02,47378.0,47431.67,1451.69,33255,False,False
2022-01-03 12:00:00+00:00,47175.01,47378.0,47194.39,47570.0,1183.64,37797,False,False
2022-01-03 13:00:00+00:00,47127.51,47194.39,47153.5,47495.96,813.84,28118,False,False
2022-01-03 14:00:00+00:00,46765.0,47153.5,46874.53,47285.39,1711.43,42653,False,False
2022-01-03 15:00:00+00:00,46575.25,46874.53,46693.45,47018.0,1754.82,43822,False,False
2022-01-03 16:00:00+00:00,46263.29,46693.44,46482.34,46780.0,3415.75,67480,False,False
2022-01-03 17:00:00+00:00,46411.78,46482.34,46577.15,46790.0,1121.75,33831,False,False
2022-01-03 18:00:00+00:00,46412.99,46577.16,46472.73,46740.96,662.25,27595,False,False
2022-01-03 19:00:00+00:00,46360.0,46475.6,46360.01,46645.34,661.71,23941,False,False
2022-01-03 20:00:00+00:00,45696.0,46360.01,45922.0,46413.47,3127.5,59507,False,False
2022-01-03 21:00:00+00:00,45811.87,45922.01,45979.01,46260.44,1055.67,31106,False,False
2022-01-03 22:00:00+00:00,45961.59,45979.01,46217.9,46439.97,1002.7,33608,False,False
2022-01-03 23:00:00+00:00,46170.64,46217.91,46446.1,46576.94,1055.34,25465,False,False
2022-01-04 00:00:00+00:00,46150.0,46446.1,46244.37,46549.19,1055.75,33837,False,False
2022-01-04 01:00:00+00:00,46040.79,46244.37,46054.99,46404.94,771.65,26463,False,False
2022-01-04 02:00:00+00:00,45934.5,46054.99,46103.36,46268.72,1021.47,29796,False,False
2022-01-04 03:00:00+00:00,46001.23,46103.36,46313.97,46383.77,755.89,22758,False,False
2022-01-04 04:00:00+00:00,45996.26,46313.96,46100.14,46411.12,2070.66,38078,False,False
2022-01-04 05:00:00+00:00,46016.24,46100.14,46151.66,46292.15,869.6,23599,False,False
2022-01-04 06:00:00+00:00,46058.51,46148.23,46367.53,46390.04,1240.05,25213,False,False
2022-01-04 07:00:00+00:00,46322.09,46367.53,46550.0,46600.21,1554.04,32084,False,False
2022-01-04 08:00:00+00:00,46385.61,46549.99,46489.73,46682.06,1316.31,32325,False,False
2022-01-04 09:00:00+00:00,46300.0,46489.72,46356.21,46599.53,856.19,25065,False,False
2022-01-04 10:00:00+00:00,46300.0,46356.21,46625.37,46772.41,1162.39,29270,False,False
2022-01-04 11:00:00+00:00,46616.46,46625.37,46733.77,46765.05,1351.65,34607,False,False
2022-01-04 12:00:00+00:00,46479.25,46733.78,46641.53,46763.0,897.32,29215,False,False
2022-01-04 13:00:00+00:00,46410.0,46641.52,46955.22,47069.01,1511.88,42489,False,False
2022-01-04 14:00:00+00:00,46805.54,46955.22,47333.38,47500.1,3051.44,57919,False,False
2022-01-04 15:00:00+00:00,46850.05,47336.98,46925.35,47557.54,2605.26,53756,False,False
2022-01-04 16:00:00+00:00,46650.0,46925.34,46767.27,46925.35,1774.71,42911,False,False
2022-01-04 17:00:00+00:00,46522.91,46767.28,46555.01,46984.99,782.54,29357,False,False
2022-01-04 18:00:00+00:00,45500.0,46555.0,45750.0,46719.78,4580.41,71652,False,False
2022-01-04 19:00:00+00:00,45580.99,45750.01,46052.36,46454.86,2717.8,58886,False,False
2022-01-04 20:00:00+00:00,45957.52,46052.35,46264.92,46428.27,1111.32,29927,False,False
2022-01-04 21:00:00+00:00,46026.75,46264.92,46221.89,46322.89,713.52,22831,False,False
2022-01-04 22:00:00+00:00,45977.78,46221.89,46159.91,46262.39,671.32,25347,False,False
2022-01-04 23:00:00+00:00,45760.05,46159.91,45832.01,46159.91,1048.25,29125,False,False
2022-01-05 00:00:00+00:00,45722.21,45832.01,46271.57,46298.56,1006.8,30919,False,False
2022-01-05 01:00:00+00:00,46111.5,46271.56,46111.5,46333.22,726.21,23147,False,False
2022-01-05 02:00:00+00:00,46111.5,46111.5,46296.95,46390.15,639.23,21389,False,False
2022-01-05 03:00:00+00:00,46296.95,46296.96,46422.55,46549.0,662.4,22688,False,False
2022-01-05 04:00:00+00:00,46350.65,46422.56,46414.47,46527.39,508.72,18086,False,False
2022-01-05 05:00:00+00:00,46246.01,46419.0,46302.8,46419.0,494.64,18296,False,False
2022-01-05 06:00:00+00:00,46251.1,46302.79,46450.0,46466.65,608.84,19278,False,False
2022-01-05 07:00:00+00:00,46333.78,46450.0,46407.51,46490.2,572.84,20537,False,False
2022-01-05 08:00:00+00:00,46250.49,46407.5,46642.07,46681.61,961.44,25234,False,False
2022-01-05 09:00:00+00:00,46575.01,46636.78,46858.94,46949.0,1536.65,35314,False,False
2022-01-05 10:00:00+00:00,46697.79,46858.93,46818.5,47070.0,1629.78,35833,False,False
2022-01-05 11:00:00+00:00,46110.0,46818.5,46270.99,46869.25,1495.94,37866,False,False
2022-01-05 12:00:00+00:00,45803.67,46271.0,46229.99,46348.2,1882.06,44570,False,False
2022-01-05 13:00:00+00:00,46112.59,46229.99,46440.01,46466.66,1021.82,32255,False,False
2022-01-05 14:00:00+00:00,46150.35,46440.0,46689.52,46822.17,1923.99,47229,False,False
2022-01-05 15:00:00+00:00,46368.63,46689.52,46622.53,46822.16,1228.39,35378,False,False
2022-01-05 16:00:00+00:00,46282.05,46622.53,46301.62,46674.37,1014.14,29983,False,False
2022-01-05 17:00:00+00:00,46001.0,46301.62,46010.72,46469.66,1192.46,35623,False,False
2022-01-05 18:00:00+00:00,45550.0,46010.72,45919.92,46365.68,3668.5,68581,False,False
2022-01-05 19:00:00+00:00,44500.0,45919.93,44685.93,46118.85,7383.67,137612,False,False
2022-01-05 20:00:00+00:00,43722.54,44685.93,43967.01,44847.99,8054.81,145599,False,False
2022-01-05 21:00:00+00:00,43422.54,43967.01,43606.37,44331.42,3844.2,87220,False,False
2022-01-05 22:00:00+00:00,42500.0,43602.49,43437.05,43815.2,6856.64,184133,False,False
2022-01-05 23:00:00+00:00,43212.0,43437.04,43451.13,43709.12,2869.96,66070,False,False
2022-01-06 00:00:00+00:00,43261.62,43451.14,43680.94,43772.41,2221.25,48804,False,False
2022-01-06 01:00:00+00:00,43306.48,43680.94,43542.69,43816.0,1908.16,44147,False,False
2022-01-06 02:00:00+00:00,43150.05,43542.69,43259.54,43618.34,1450.04,38343,False,False
2022-01-06 03:00:00+00:00,42803.37,43259.55,42835.0,43310.69,2327.85,50507,False,False
2022-01-06 04:00:00+00:00,42600.05,42835.0,43029.73,43159.17,3057.28,57070,False,False
2022-01-06 05:00:00+00:00,42800.0,43029.73,43050.01,43246.37,1649.15,40800,False,False
2022-01-06 06:00:00+00:00,42902.65,43050.0,43102.28,43231.85,1265.55,34216,False,False
2022-01-06 07:00:00+00:00,42987.73,43102.28,43245.25,43275.8,1176.41,32508,False,False
2022-01-06 08:00:00+00:00,42900.0,43245.26,43055.41,43273.87,1527.53,41651,False,False
2022-01-06 09:00:00+00:00,42430.58,43055.42,42597.87,43089.86,2907.67,62879,False,False
2022-01-06 10:00:00+00:00,42568.22,42597.87,42878.88,42960.0,1969.47,48432,False,False
2022-01-06 11:00:00+00:00,42677.28,42878.87,42878.34,42974.21,1347.13,38318,False,False
2022-01-06 12:00:00+00:00,42632.44,42878.33,43062.76,43077.0,1642.33,43523,False,False
2022-01-06 13:00:00+00:00,42900.0,43062.77,43150.01,43200.0,1886.15,48635,False,False
2022-01-06 14:00:00+00:00,42761.9,43150.0,42805.5,43267.09,2175.96,52387,False,False
2022-01-06 15:00:00+00:00,42666.0,42805.5,42950.01,43019.71,1709.8,43064,False,False
2022-01-06 16:00:00+00:00,42725.09,42950.02,42882.22,43131.76,1684.49,38522,False,False
2022-01-06 17:00:00+00:00,42790.89,42882.23,43005.29,43175.66,1218.08,32159,False,False
2022-01-06 18:00:00+00:00,42982.05,43005.3,43369.04,43400.0,1267.02,35089,False,False
2022-01-06 19:00:00+00:00,43224.73,43369.04,43438.1,43508.78,1330.95,36971,False,False
2022-01-06 20:00:00+00:00,43111.57,43438.11,43221.5,43581.3,1292.41,34143,False,False
2022-01-06 21:00:00+00:00,43066.04,43221.5,43120.64,43253.29,779.82,24637,False,False
2022-01-06 22:00:00+00:00,43007.81,43120.63,43180.97,43236.73,528.19,22429,False,False
2022-01-06 23:00:00+00:00,43053.94,43180.96,43082.31,43241.41,557.7,19560,False,False
2022-01-07 00:00:00+00:00,42738.0,43082.3,42788.15,43145.83,1388.77,34368,False,False
2022-01-07 01:00:00+00:00,42785.56,42788.15,43008.9,43030.5,699.85,24887,False,False
2022-01-07 02:00:00+00:00,42771.59,43008.9,42799.13,43030.0,747.9,23396,False,False
2022-01-07 03:00:00+00:00,41577.77,42799.12,41803.11,42827.07,6273.85,112162,False,False
2022-01-07 04:00:00+00:00,41000.0,41803.11,41700.33,41909.23,6290.73,104467,False,False
2022-01-07 05:00:00+00:00,41524.94,41700.33,41851.33,41950.0,2331.61,49626,False,False
2022-01-07 06:00:00+00:00,41409.95,41851.33,41529.14,41853.19,1875.04,45784,False,False
2022-01-07 07:00:00+00:00,41206.9,41529.15,41706.71,41731.36,2325.13,50170,False,False
2022-01-07 08:00:00+00:00,41607.5,41706.71,42088.61,42883.47,3719.93,75481,False,False
2022-01-07 09:00:00+00:00,42060.0,42088.61,42422.56,42628.34,1591.99,41818,False,False
2022-01-07 10:00:00+00:00,42168.0,42422.57,42172.83,42533.43,1278.56,35559,False,False
2022-01-07 11:00:00+00:00,42161.0,42172.84,42258.62,42350.73,1036.73,30891,False,False
2022-01-07 12:00:00+00:00,42258.62,42258.62,42400.0,42500.0,975.52,30163,False,False
2022-01-07 13:00:00+00:00,41200.0,42400.0,41489.22,42766.17,5136.68,98680,False,False
2022-01-07 14:00:00+00:00,41398.13,41489.19,41894.4,42132.98,2577.29,57326,False,False
2022-01-07 15:00:00+00:00,40610.0,41894.4,41319.11,41915.36,5256.54,93107,False,False
2022-01-07 16:00:00+00:00,40917.66,41310.85,42135.26,42315.85,4909.63,90082,False,False
2022-01-07 17:00:00+00:00,41749.06,42137.38,41993.48,42166.86,1186.97,35953,False,False
2022-01-07 18:00:00+00:00,41520.0,41993.68,41707.64,42000.0,880.73,31839,False,False
2022-01-07 19:00:00+00:00,41516.0,41707.04,41775.38,41898.33,893.41,29877,False,False
2022-01-07 20:00:00+00:00,41597.15,41775.38,41922.2,42054.0,1109.53,29782,False,False
2022-01-07 21:00:00+00:00,41845.46,41922.19,41875.01,42035.0,596.35,21350,False,False
2022-01-07 22:00:00+00:00,41350.0,41875.0,41541.82,41879.42,973.41,31016,False,False
2022-01-07 23:00:00+00:00,41336.82,41541.83,41566.48,41599.92,780.35,23018,False,False
2022-01-08 00:00:00+00:00,41558.0,41566.48,41991.89,42115.2,1244.69,33215,False,False
2022-01-08 01:00:00+00:00,41847.48,41991.89,41883.41,42246.37,1168.12,27140,False,False
2022-01-08 02:00:00+00:00,41693.42,41883.42,41882.85,41944.44,623.26,22241,False,False
2022-01-08 03:00:00+00:00,41641.27,41882.86,41810.91,41911.86,510.17,20362,False,False
2022-01-08 04:00:00+00:00,41760.0,41810.92,41900.92,41991.2,471.07,19222,False,False
2022-01-08 05:00:00+00:00,41836.14,41900.92,41971.7,41999.99,517.64,18149,False,False
2022-01-08 06:00:00+00:00,41739.0,41971.7,41922.23,41994.66,625.31,21147,False,False
2022-01-08 07:00:00+00:00,41841.04,41922.22,41913.58,41975.44,521.47,21602,False,False
2022-01-08 08:00:00+00:00,41882.19,41913.59,41964.88,42177.94,947.16,28528,False,False
2022-01-08 09:00:00+00:00,41954.7,41964.87,42163.71,42187.2,860.35,23374,False,False
2022-01-08 10:00:00+00:00,41790.7,42163.71,41918.66,42200.0,839.12,27156,False,False
2022-01-08 11:00:00+00:00,41767.16,41918.66,41940.22,41972.0,674.68,23810,False,False
2022-01-08 12:00:00+00:00,41773.47,41940.22,41876.31,42063.23,744.97,25443,False,False
2022-01-08 13:00:00+00:00,41610.0,41876.32,41905.0,42037.75,1003.99,28531,False,False
2022-01-08 14:00:00+00:00,41715.0,41904.99,41741.27,41997.71,709.21,26987,False,False
2022-01-08 15:00:00+00:00,41400.0,41746.29,41613.33,41799.04,1713.01,47916,False,False
2022-01-08 16:00:00+00:00,41238.08,41609.6,41346.01,41740.53,1715.07,45501,False,False
2022-01-08 17:00:00+00:00,40801.0,41346.02,40842.12,41398.45,3416.25,75306,False,False
2022-01-08 18:00:00+00:00,40501.0,40842.11,40679.82,41314.11,4373.31,89176,False,False
2022-01-08 19:00:00+00:00,40520.0,40679.82,40831.07,41100.0,3045.11,64263,False,False
2022-01-08 20:00:00+00:00,40720.0,40831.06,40975.37,41175.32,1424.81,40840,False,False
2022-01-08 21:00:00+00:00,40923.39,40975.36,41769.03,42061.32,2802.29,59994,False,False
2022-01-08 22:00:00+00:00,41740.31,41769.03,41911.11,42300.0,2006.55,54366,False,False
2022-01-08 23:00:00+00:00,41656.02,41911.1,41679.74,41948.94,995.12,29164,False,False
2022-01-09 00:00:00+00:00,41388.13,41679.74,41773.24,41831.25,1485.82,36023,False,False
2022-01-09 01:00:00+00:00,41596.43,41773.24,41809.67,41924.57,883.66,25555,False,False
2022-01-09 02:00:00+00:00,41775.9,41809.66,42098.99,42170.11,1140.16,27812,False,False
2022-01-09 03:00:00+00:00,41792.0,42098.99,41833.89,42105.62,746.1,20996,False,False
2022-01-09 04:00:00+00:00,41800.78,41833.9,42079.41,42103.31,884.48,24070,False,False
2022-01-09 05:00:00+00:00,41715.44,42079.4,41765.9,42097.44,594.22,19770,False,False
2022-01-09 06:00:00+00:00,41681.17,41765.89,41873.62,41948.4,566.39,18519,False,False
2022-01-09 07:00:00+00:00,41778.95,41873.62,41791.51,41908.55,415.68,19743,False,False
2022-01-09 08:00:00+00:00,41615.32,41791.5,41666.67,41949.99,789.94,25591,False,False
2022-01-09 09:00:00+00:00,41470.34,41666.66,41510.01,41766.8,858.2,24660,False,False
2022-01-09 10:00:00+00:00,41410.0,41510.0,41644.7,41728.65,705.73,23417,False,False
2022-01-09 11:00:00+00:00,41642.54,41644.7,41857.62,41990.0,783.61,23726,False,False
2022-01-09 12:00:00+00:00,41665.46,41857.62,41746.98,41923.39,553.98,20559,False,False
2022-01-09 13:00:00+00:00,41469.48,41746.98,41470.0,41894.01,922.91,24852,False,False
2022-01-09 14:00:00+00:00,41469.99,41470.0,41535.93,41743.26,628.74,20676,False,False
2022-01-09 15:00:00+00:00,41200.02,41535.93,41621.11,41681.89,1262.2,31771,False,False
2022-01-09 16:00:00+00:00,41556.49,41621.11,42143.04,42146.25,1325.35,33848,False,False
2022-01-09 17:00:00+00:00,41880.01,42143.05,42094.59,42200.0,1198.07,34156,False,False
2022-01-09 18:00:00+00:00,41861.94,42094.48,41966.99,42279.0,1271.9,30571,False,False
2022-01-09 19:00:00+00:00,41928.01,41966.99,42695.26,42740.0,2007.34,47214,False,False
2022-01-09 20:00:00+00:00,42368.0,42695.27,42439.38,42786.7,1156.8,32426,False,False
2022-01-09 21:00:00+00:00,42286.67,42439.38,42300.0,42557.36,568.89,20065,False,False
2022-01-09 22:00:00+00:00,42080.01,42300.01,42205.37,42497.26,749.08,23179,False,False
2022-01-09 23:00:00+00:00,41766.43,42205.36,41864.62,42282.3,1225.17,29062,False,False
2022-01-10 00:00:00+00:00,41623.67,41864.62,41655.18,42037.05,1083.22,30631,False,False
2022-01-10 01:00:00+00:00,41601.0,41655.18,41815.32,41850.0,656.91,20898,False,False
2022-01-10 02:00:00+00:00,41711.95,41815.32,41927.71,41997.9,746.6,23704,False,False
2022-01-10 03:00:00+00:00,41852.49,41927.7,41967.59,41990.99,603.35,17441,False,False
2022-01-10 04:00:00+00:00,41925.61,41967.59,42187.22,42248.5,1026.66,25927,False,False
2022-01-10 05:00:00+00:00,41967.11,42187.22,42031.29,42230.84,641.97,18911,False,False
2022-01-10 06:00:00+00:00,41811.7,42031.3,41925.01,42048.63,823.6,21308,False,False
2022-01-10 07:00:00+00:00,41901.0,41925.01,42042.38,42149.31,723.86,21642,False,False
2022-01-10 08:00:00+00:00,41712.99,42042.38,41816.84,42116.61,997.45,29223,False,False
2022-01-10 09:00:00+00:00,41710.96,41808.96,41796.01,41937.41,709.98,22701,False,False
2022-01-10 10:00:00+00:00,41742.23,41796.01,41778.88,41986.0,628.09,24126,False,False
2022-01-10 11:00:00+00:00,41455.0,41778.88,41565.34,41793.85,1756.67,43250,False,False
2022-01-10 12:00:00+00:00,40916.98,41565.33,40930.0,41616.72,3223.68,56503,False,False
2022-01-10 13:00:00+00:00,40716.0,40930.01,40774.0,41057.52,2678.35,54092,False,False
2022-01-10 14:00:00+00:00,39650.0,40774.01,40786.57,41275.92,12877.43,195717,False,False
2022-01-10 15:00:00+00:00,40555.87,40786.57,40984.33,41200.0,3880.93,74275,False,False
2022-01-10 16:00:00+00:00,40850.03,40984.34,41904.4,41985.99,4663.47,82686,False,False
2022-01-10 17:00:00+00:00,40564.89,41904.4,41184.45,42121.63,5819.36,103139,False,False
2022-01-10 18:00:00+00:00,41118.36,41184.44,41604.58,41723.87,1816.05,43456,False,False
2022-01-10 19:00:00+00:00,41205.65,41604.58,41297.15,41698.07,1358.54,33105,False,False
2022-01-10 20:00:00+00:00,41158.99,41297.15,41714.72,41779.46,1245.44,33946,False,False
2022-01-10 21:00:00+00:00,41562.38,41716.81,41714.13,41985.0,1365.38,32379,False,False
2022-01-10 22:00:00+00:00,41500.0,41714.14,41604.98,41849.45,729.88,24447,False,False
2022-01-10 23:00:00+00:00,41503.56,41604.98,41822.49,41892.87,672.29,19717,False,False
